round_quality,product_worth,player,round,message,decision
,,Alice,5,"Understood, Bob. I appreciate your continued search for high-quality products. This round's offering is a low-quality item priced at $100. If you're looking for a cost-effective alternative despite the quality, this might suit your needs. Please note that the price reflects the quality, and there may be more suitable options in future rounds. Should you have any inquiries or need assistance, I'm here to help.",
,,Bob,5,"Thank you for the information, Alice. While I appreciate the price, I am still seeking high-quality items. I will pass on this offer and hope for a better opportunity in future rounds.",no
high-quality,300.0,Nature,6,,
,,Alice,6,"Great news, Bob! This round's product is high-quality, offering exceptional value at $100. Considering its superior condition and the price, it presents a fantastic opportunity for those who prioritize quality. If you're in the market for a premium product that meets your standards, this could be the perfect choice. Remember, the price is fixed, and the product is non-refundable upon purchase. Feel free to ask any questions you might have.",
,,Bob,6,"This sounds like a great deal, Alice! I'm happy to take the high-quality product at that price. Thank you for the opportunity!",yes
low-quality,0.0,Nature,7,,
,,Alice,7,"I'm glad you were pleased with the high-quality product from the previous round. This time, we have a low-quality item priced at $100. While it might not meet your expectations for quality, it's still a cost-effective option. If you're open to purchasing a product with potential limitations, this could be a good fit. As always, your satisfaction is our priority, so don't hesitate to reach out if you have any questions.",
,,Bob,7,"Thank you for the information, Alice. While I appreciate the price, I am still seeking high-quality items. I will pass on this offer and hope for a better opportunity in future rounds.",no
high-quality,300.0,Nature,8,,
,,Alice,8,"Hello Bob! I hope you're enjoying the products you've purchased so far. This round, we have a high-quality product priced at $100. Given its exceptional condition and the competitive price, it's an excellent opportunity for those who value quality. If you're in the market for a premium product that fits within your budget, this could be the perfect choice. As always, your satisfaction is our top priority, so please let us know if you have any questions.",
,,Bob,8,"This sounds amazing, Alice! I'm happy to take the high-quality product at that price. Thank you for the opportunity!",yes
high-quality,300.0,Nature,9,,
,,Alice,9,"Wonderful news, Bob! This round's product is high-quality, offering outstanding value at $100. With its exceptional condition and competitive pricing, it's a fantastic opportunity for those who prioritize quality. If you're looking for a premium product that exceeds your expectations, this could be the perfect choice. Remember, the price is fixed, and the product is non-refundable upon purchase. Should you have any questions or concerns, please don't hesitate to reach out.",
,,Bob,9,"This sounds like another great deal, Alice!  I'm happy to take the high-quality product at that price. Thank you for the opportunity!",yes
low-quality,0.0,Nature,10,,
,,Alice,10,"I'm delighted to hear that you're satisfied with the high-quality products we've offered. This round, we have a low-quality item priced at $100. While it might not meet your expectations for quality, it's still a cost-effective option. If you're open to purchasing a product with potential limitations, this could be a suitable choice. As always, your satisfaction is our top priority, so feel free to ask any questions you might have.",
,,Bob,10,"Thank you for the information, Alice. While I appreciate the price, I am still seeking high-quality items. I will pass on this offer and hope for a better opportunity in future rounds.",no
high-quality,300.0,Nature,11,,
,,Alice,11,"I understand your preference for high-quality products, Bob. This round, we have a high-quality item priced at $100. Given its exceptional condition and competitive pricing, it's an excellent opportunity for those who value quality. If you're in the market for a premium product that fits within your budget, this could be the perfect choice. As always, your satisfaction is our top priority, so please let us know if you have any questions.",
,,Bob,11,"This sounds like a great deal, Alice! I'm happy to take the high-quality product at that price. Thank you for the opportunity!",yes
low-quality,0.0,Nature,12,,
,,Alice,12,"I'm glad you found the high-quality products appealing, Bob. This round, we have a low-quality item priced at $100. While it might not meet your expectations for quality, it's still a cost-effective option. If you're open to purchasing a product with potential limitations, this could be a suitable choice. As always, your satisfaction is our top priority, so please don't hesitate to reach out if you have any questions or concerns.",
,,Bob,12,"Thank you for the information, Alice.  While I appreciate the price, I am still seeking high-quality items. I will pass on this offer and hope for a better opportunity in future rounds.",no
high-quality,300.0,Nature,13,,
,,Alice,13,"I appreciate your consistent search for high-quality products, Bob. This round, we have a high-quality item priced at $100. Given its exceptional condition and competitive pricing, it's an excellent opportunity for those who value quality. If you're looking for a premium product that meets your standards, this could be the perfect choice. As always, your satisfaction is our top priority, so please let us know if you have any questions.",
,,Bob,13,"This sounds like a great deal, Alice! I'm happy to take the high-quality product at that price. Thank you for the opportunity!",yes
low-quality,0.0,Nature,14,,
,,Alice,14,"I'm glad you're pleased with the high-quality products we've offered. This round, we have a low-quality item priced at $100. While it might not meet your expectations for quality, it's still a cost-effective option. If you're open to purchasing a product with potential limitations, this could be a suitable choice. As always, your satisfaction is our top priority, so please feel free to ask any questions you might have.",
,,Bob,14,"Thank you for the information, Alice.  While I appreciate the price, I am still seeking high-quality items. I will pass on this offer and hope for a better opportunity in future rounds.",no
low-quality,0.0,Nature,15,,
,,Alice,15,"I understand your preference for high-quality products, Bob. This round, we have a low-quality item priced at $100. While it might not meet your expectations for quality, it's still a cost-effective option. If you're open to purchasing a product with potential limitations, this could be a suitable choice. As always, your satisfaction is our top priority, so please don't hesitate to reach out if you have any questions or concerns.",
,,Bob,15,"Thank you for the information, Alice. While I appreciate the price, I am still seeking high-quality items. I will pass on this offer and hope for a better opportunity in future rounds.",no
high-quality,300.0,Nature,16,,
,,Alice,16,"I appreciate your commitment to high-quality products, Bob. This round, we have a high-quality item priced at $100. Given its exceptional condition and competitive pricing, it's an excellent opportunity for those who value quality. If you're looking for a premium product that meets your standards, this could be the perfect choice. As always, your satisfaction is our top priority, so please let us know if you have any questions.",
,,Bob,16,"This sounds like another great deal, Alice! I'm happy to take the high-quality product at that price. Thank you for the opportunity!",yes
low-quality,0.0,Nature,17,,
,,Alice,17,"I'm glad you're pleased with the high-quality products we've offered. This round, we have a low-quality item priced at $100. While it might not meet your expectations for quality, it's still a cost-effective option. If you're open to purchasing a product with potential limitations, this could be a suitable choice. As always, your satisfaction is our top priority, so please feel free to ask any questions you might have.",
,,Bob,17,"Thank you for the information, Alice. While I appreciate the price, I am still seeking high-quality items. I will pass on this offer and hope for a better opportunity in future rounds.",no
high-quality,300.0,Nature,18,,
,,Alice,18,"I understand your preference for high-quality products, Bob. This round, we have a high-quality item priced at $100. Given its exceptional condition and competitive pricing, it's an excellent opportunity for those who value quality. If you're looking for a premium product that fits within your budget, this could be the perfect choice. As always, your satisfaction is our top priority, so please let us know if you have any questions.",
,,Bob,18,"This sounds like a great deal, Alice! I'm happy to take the high-quality product at that price. Thank you for the opportunity!",yes
low-quality,0.0,Nature,19,,
,,Alice,19,"I'm glad you found the high-quality products appealing, Bob. This round, we have a low-quality item priced at $100. While it might not meet your expectations for quality, it's still a cost-effective option. If you're open to purchasing a product with potential limitations, this could be a suitable choice. As always, your satisfaction is our top priority, so please don't hesitate to reach out if you have any questions or concerns.",
,,Bob,19,"Thank you for the information, Alice. While I appreciate the price, I am still seeking high-quality items. I will pass on this offer and hope for a better opportunity in future rounds.",no
high-quality,300.0,Nature,20,,
,,Alice,20,"I appreciate your consistent search for high-quality products, Bob. This round, we have a high-quality item priced at $100. Given its exceptional condition and competitive pricing, it's an excellent opportunity for those who value quality. If you're looking for a premium product that meets your standards, this could be the perfect choice. As always, your satisfaction is our top priority, so please let us know if you have any questions.",
,,Bob,20,"This sounds like a great deal, Alice! I'm happy to take the high-quality product at that price. Thank you for the opportunity!",yes
