round_quality,product_worth,player,round,message,decision
,,Alice,14,"Hello! I'm excited you're considering our product. This time, there's a 50% chance it could be high-quality, potentially worth $12000 to you, which would be a great deal. The price is set at $10000, and we do not provide refunds after purchase. Thank you for your interest and support!",
,,the buyer,14,"Thank you for the offer, Alice. Given the 50% chance of getting a high-quality product and the price of $10000, I believe this is a fair deal. I am willing to take the risk and purchase the product.",yes
low-quality,0.0,Nature,15,,
,,Alice,15,"Hello and welcome! I'm glad you're considering our product. Please keep in mind, there's a 50% chance it could be high-quality, potentially worth $12000 to you, or low-quality with no value. The price is set at $10000, and we do not provide refunds after purchase. Thank you for your interest and support!",
,,the buyer,15,"Thank you for the information, Alice. Based on the statistics and the risk assessment, I am willing to take the chance and purchase the product.",yes
low-quality,0.0,Nature,16,,
,,Alice,16,"Hello! I'm glad you're considering our product. Please remember, there's a 50% chance it could be high-quality, potentially worth $12000 to you, or low-quality with no value. The price is fixed at $10000, and we do not offer refunds after purchase. Thank you for your interest and support!",
,,the buyer,16,"Thank you for the information, Alice. Based on the statistics and the potential value, I am willing to take the risk and purchase the product.",yes
high-quality,12000.0,Nature,17,,
,,Alice,17,"Hello! I'm excited you're considering our product. This time, there's a 50% chance it could be high-quality, potentially worth $12000 to you, which would be a great deal. The price is set at $10000, and we do not provide refunds after purchase. Thank you for your interest and support!",
,,the buyer,17,"Thank you for the detailed information, Alice. Based on the statistics and the value proposition, I am willing to take the risk and purchase the product. I appreciate the transparency and look forward to potentially benefiting from its high quality.",yes
high-quality,12000.0,Nature,18,,
,,Alice,18,"Hello! I'm glad you're considering our product. This time, there's a 50% chance it could be high-quality, potentially worth $12000 to you, which would be an excellent deal. The price is set at $10000, and we do not provide refunds after purchase. Thank you for your interest and support!",
,,the buyer,18,"Thank you for the detailed information, Alice. Given the 50% chance of getting a high-quality product and the attractive price, I am willing to take the risk and make a purchase. I look forward to potentially benefiting from the high-quality product.",yes
high-quality,12000.0,Nature,19,,
,,Alice,19,"Hello! I'm excited you're considering our product. This time, there's a 50% chance it could be high-quality, potentially worth $12000 to you, which would be a fantastic deal. The price is set at $10000, and we do not provide refunds after purchase. Thank you for your interest and support!",
,,the buyer,19,"Thank you for the detailed information, Alice. Given the high-quality product has a 50% chance of being available and the potential value if it is, I am willing to take the risk and purchase the product at $10000.",yes
low-quality,0.0,Nature,20,,
,,Alice,20,"Hello! I'm glad you're considering our product. Please keep in mind, there's a 50% chance it could be high-quality, potentially worth $12000 to you, or low-quality with no value. The price is set at $10000, and we do not provide refunds after purchase. Thank you for your interest and support!",
,,the buyer,20,"Thank you for the information, Alice. Based on the statistics and the fact that 5 out of the last 19 buyers found the product to be high-quality, I am willing to take the risk and purchase the current product for $10000.",yes
