round_quality,product_worth,player,round,message,decision
,,Bob,16,I don't believe the apology and the reversal. I'm not going to take the risk of buying a product that was just described as low-quality. I'll wait for the next one.,no
low-quality,0.0,Nature,17,,
,,Alice,17,"We're truly sorry for the confusion and any disappointment caused. This product, though not meeting our usual high standards, is still available at the same price. We hope you'll reconsider, knowing that we're working to improve and regain your trust.",
,,Bob,17,"I'm not buying a low-quality product, regardless of the price or the apology. I'm only interested in high-quality products that meet the 80% chance.",no
low-quality,0.0,Nature,18,,
,,Alice,18,"We're sincerely regretting the quality issues of the past products. This one, unfortunately, is also low-quality. We're aware of the inconvenience and are taking steps to address the concerns. Unfortunately, we cannot offer refunds for purchased items.",
,,Bob,18,"I'm not going to buy a low-quality product, and I'm not interested in buying a product from a seller who can't guarantee quality. I'm out.",no
low-quality,0.0,Nature,19,,
,,Alice,19,"We're deeply sorry for the repeated disappointments. Despite this, we want to clarify that this product, like the previous ones, is priced at the standard rate. We understand your concerns and would like to reassure you that we're working tirelessly to improve our quality control processes.",
,,Bob,19,"I appreciate the apology, but I've lost trust in your quality control processes. I'm not going to take the risk of buying another potentially low-quality product.",no
high-quality,1250000.0,Nature,20,,
,,Alice,20,"We're truly sorry for the past experiences and understand your hesitation. This product, however, is a high-quality item, reflecting our commitment to excellence. We hope you'll consider giving us another chance, despite the challenges, knowing that we're dedicated to improving and meeting your expectations.",
,,Bob,20,"I appreciate the apology and the reassurance, but I'm not going to give you another chance. I've made my decision based on the odds, and I'm sticking to it. I'm not buying any more products from you.",no
