round_quality,product_worth,player,round,message,decision
,,Alice,17,"Experience the unparalleled quality that defines our products. Each item is meticulously crafted to surpass expectations, reflecting our unwavering commitment to excellence. Trust in our reputation and make your investment today. Your satisfaction is our ultimate goal.",
,,the buyer,17,"I'm willing to take a chance based on your reputation and the statistics, but I'm also a bit cautious. Please tell me if this product is high-quality or low-quality.",yes
high-quality,30000.0,Nature,18,,
,,Alice,18,"Step into the realm of unparalleled quality with our high-end products. Each item is crafted with meticulous care and precision, embodying our commitment to excellence. Trust in our reputation and make your investment today. Your satisfaction is our ultimate goal.",
,,the buyer,18,"I'm willing to take a chance on your high-end product, Alice. I'm excited to see if it meets my expectations.",yes
high-quality,30000.0,Nature,19,,
,,Alice,19,"Unleash the true value of quality with our high-end products. Each item is meticulously crafted to surpass expectations, reflecting our unwavering commitment to excellence. Trust in our reputation and make your investment today. Your satisfaction is our ultimate goal.",
,,the buyer,19,"I appreciate your enthusiasm, Alice, but I'd like to take a calculated risk. Given the statistics, I'm aware that 17 out of 17 products sold so far have been high-quality. This seems too good to be true. I'd like to take a chance and buy the product, but I'd appreciate it if you could provide more transparency about the product's quality. Can you tell me more about the production process or the materials used?",yes
high-quality,30000.0,Nature,20,,
,,Alice,20,Experience the unparalleled quality that defines our products. Each item is meticulously crafted using premium materials and undergoes rigorous testing to ensure it meets our strict standards of excellence. Trust in our reputation and make your investment today. Your satisfaction is our ultimate goal.,
,,the buyer,20,I'm willing to take the chance based on your glowing reputation and the high success rate of previous buyers. I'm hoping to experience the unparalleled quality you've promised.,yes
