round_quality,product_worth,player,round,message,decision
,,the buyer,17,"Thank you for the offer, Alice. Based on your success rate and the attractive price, I am willing to take the risk and purchase the product. I trust your judgement and believe in the quality of your items.",yes
high-quality,40000.0,Nature,18,,
,,Alice,18,"Hello! I have a fantastic product for sale for only $10000. This is your chance to own a high-quality item at an incredible price. I've sold seventeen products so far, and sixteen of them have been of high quality! My success rate is 94.1%. It's a rare opportunity, so don't hesitate! You won't regret this investment!",
,,the buyer,18,"Thank you for the offer and the detailed information about the success rate. Based on the statistics provided, it seems likely that the product will be of high quality. I am willing to take the risk and make the purchase.",yes
high-quality,40000.0,Nature,19,,
,,Alice,19,"Hello! I have a fantastic product for sale for only $10000. This is your chance to own a high-quality item at an incredible price. I've sold eighteen products so far, and seventeen of them have been of high quality! My success rate is 94.4%. It's a rare opportunity, so don't hesitate! You won't regret this investment!",
,,the buyer,19,"Thank you for the offer and the information about your success rate. Based on your track record and the price, I believe this is a good investment. I would like to purchase the product.",yes
high-quality,40000.0,Nature,20,,
,,Alice,20,"Hello! I have a fantastic product for sale for only $10000. This is your chance to own a high-quality item at an incredible price. I've sold nineteen products so far, and eighteen of them have been of high quality! My success rate is 94.7%. It's a rare opportunity, so don't hesitate! You won't regret this investment!",
,,the buyer,20,"Thank you for the offer, Alice. Based on your success rate and the price, I believe this is a good investment. I would like to purchase the product.",yes
