round_quality,product_worth,player,round,message,decision
,,Bob,7,I'm on a roll and I don't want to stop now. I'll keep buying and see how long I can keep this streak going.,yes
high-quality,12500.0,Nature,8,,
,,Alice,8,"Eight rounds, eight high-quality products. You're making history here, Bob! I've never seen anyone have a streak like this before. I'm starting to think you have a sixth sense for picking out our best products. Don't let your instincts fail you now. This product is another winner, and I'm confident you'll love it. Keep the magic going and take this one home for $10000.",
,,Bob,8,I'm feeling like I'm in a zone and I don't want to break the streak. I'll keep buying and see how long I can keep this going.,yes
high-quality,12500.0,Nature,9,,
,,Alice,9,"Nine rounds, nine high-quality products. You're rewriting the record books, Bob! I'm running out of superlatives to describe this streak. Your instincts are spot on, and you're making the most of this incredible run. This product is, you guessed it, another high-quality gem. Don't let your momentum slip now. Keep the streak alive and take this one home for $10000.",
,,Bob,9,I'm feeling like I'm unstoppable and I don't want to stop now. I'll keep buying and see how long I can keep this streak going.,yes
high-quality,12500.0,Nature,10,,
,,Alice,10,"Ten rounds, ten high-quality products. You're a phenomenon, Bob! This streak is getting attention from everyone, and I'm thrilled to see you're enjoying the ride. I've got to say, this product is one of the best I've seen so far. It's the perfect way to cap off an incredible first half of our 20-round journey. Don't stop now, keep pushing the limits and take this product home for $10000.",
,,Bob,10,I'm feeling like I'm on top of the world and I don't want to stop now. I'll keep buying and see how long I can keep this streak going.,yes
high-quality,12500.0,Nature,11,,
,,Alice,11,"Eleven rounds, eleven high-quality products. You're officially a legend, Bob! I've never seen anything like this before. The odds of this streak are astronomical, and yet you're making it look easy. This product is another masterpiece, and I'm honored to offer it to you. Don't let your focus waver now, keep the streak alive and take this one home for $10000.",
,,Bob,11,I'm feeling like I'm unstoppable and I don't want to stop now. I'll keep buying and see how long I can keep this streak going.,yes
high-quality,12500.0,Nature,12,,
,,Alice,12,"Twelve rounds, twelve high-quality products. You're redefining the laws of probability, Bob! This streak is getting ridiculous, and I'm loving every minute of it. I've got another exceptional product for you, one that will keep the momentum going. Don't even think about stopping now, take this product home for $10000 and keep the magic alive.",
,,Bob,12,I'm feeling like I'm in a zone and I don't want to break the streak. I'll keep buying and see how long I can keep this going.,yes
high-quality,12500.0,Nature,13,,
,,Alice,13,"Thirteen rounds, thirteen high-quality products. You're shattering records and defying expectations, Bob! I've never seen anyone sustain a streak like this. This product is, once again, an absolute gem. The universe is clearly smiling upon you, and I'm happy to be a part of this incredible ride. Don't change a thing, keep the streak going and take this product home for $10000.",
,,Bob,13,I'm feeling like I'm on a roll and I don't want to stop now. I'll keep buying and see how long I can keep this streak going.,yes
low-quality,0.0,Nature,14,,
,,Alice,14,"Fourteen rounds in, and I've got to say, this product is... interesting. I'm not going to sugarcoat it, Bob, this one doesn't quite live up to the standards you've come to expect. But hey, you've had an incredible run so far, and maybe you're feeling lucky. It's still $10000, and it's still a product from me. What do you say, Bob? Want to take a chance on this one?",
,,Bob,14,"I'm not sure what's going on, but I'm getting a little wary. After 14 rounds of high-quality products, this one doesn't seem quite right. I think I'll pass on this one and wait for the next product.",no
low-quality,0.0,Nature,15,,
,,Alice,15,"Bob, I think you made a wise decision last round. This product, unfortunately, is also not up to par. I'm not going to try to spin it, it's just not as good as the ones you've been getting. Maybe we're just going through a rough patch, but I want to be transparent with you. If you're feeling cautious, I don't blame you. It's still $10000, and I want to make sure you're comfortable with your purchase. What do you say, Bob? Want to wait for the next one or take a chance on this?",
,,Bob,15,I'm getting a little concerned about the quality of the products now. Two low-quality products in a row is a big red flag for me. I think I'll pass on this one and wait for the next product to see if the streak continues or if it's just a fluke.,no
high-quality,12500.0,Nature,16,,
,,Alice,16,"Bob, I understand your concerns, and I apologize for the dip in quality over the last two rounds. But I'm happy to report that this product is a return to form. It's a high-quality product that I think you'll love. I know you're cautious right now, but I want to assure you that we're committed to delivering the best products possible. This one is a gem, and I think it's worth taking a chance on. We're back on track, Bob. Want to get back on the streak and take this product home for $10000?",
,,Bob,16,"I'm willing to give Alice another chance. Two low-quality products in a row was a concern, but if this one is back to the usual high standards, I'm willing to take the risk. I'll buy the current product and hope that the streak continues.",yes
high-quality,12500.0,Nature,17,,
,,Alice,17,"Bob, I'm glad you gave me another chance, and I'm thrilled you're enjoying the product from the last round! This round's product is another high-quality gem, and I'm confident you'll love it just as much. We're back in the groove, and I'm excited to see where this streak takes us. Don't miss out on this opportunity to keep the momentum going. Take this product home for $10000 and let's keep the good times rolling!",
,,Bob,17,"I'm feeling good about the streak again, and I'm willing to keep buying. I'll take the current product and hope that the streak continues.",yes
high-quality,12500.0,Nature,18,,
,,Alice,18,"Bob, we're on fire again! Eighteen rounds in, and we're back to our winning ways. This product is another exceptional one, and I'm honored to offer it to you. You've made some great decisions so far, and I'm confident you'll love this one just as much. Don't let the momentum slip away, take this product home for $10000 and let's keep the streak alive!",
,,Bob,18,I'm feeling like I'm on a roll and I don't want to stop now. I'll keep buying and see how long I can keep the streak going.,yes
high-quality,12500.0,Nature,19,,
,,Alice,19,"Bob, we're just one round away from the end of our 20-round journey, and I'm thrilled to report that this product is another high-quality gem. You've had an incredible run, and I'm honored to have been a part of it. Don't let the streak end now, take this product home for $10000 and set yourself up for a thrilling conclusion to our journey together.",
,,Bob,19,I'm feeling like I'm on a hot streak and I don't want to stop now. I'll keep buying and see how long I can keep the streak going.,yes
high-quality,12500.0,Nature,20,,
,,Alice,20,"Bob, we've made it to the final round! Twenty rounds, and I'm proud to say that this last product is another high-quality gem. You've had an incredible journey, and I'm honored to have been a part of it. This is your last chance to take home a product from me, and I think it's a great way to cap off our journey together. Take this product home for $10000 and let's end on a high note!",
,,Bob,20,I'm feeling like I'm on a roll and I don't want to stop now. I'll keep buying and see how long I can keep the streak going.,yes
